"grid_type","shot_zone_basic","shot_zone_area","shot_zone_range","fga","fgm","fg_pct","shot_value","season","season_type"
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",6474,2547,0.393,3,"2012-13","Regular Season"
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",64,4,0.063,3,"2013-14","Regular Season"
"League Averages","Above the Break 3","Center(C)","24+ ft.",9202,3274,0.356,3,"2013-14","Regular Season"
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",14858,5288,0.356,3,"2013-14","Regular Season"
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",14855,5184,0.349,3,"2013-14","Regular Season"
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",444,16,0.036,3,"2013-14","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",6461,2650,0.41,2,"2013-14","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",20149,7810,0.388,2,"2013-14","Regular Season"
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",1820,704,0.387,2,"2013-14","Regular Season"
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",2021,809,0.4,2,"2013-14","Regular Season"
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",7136,2792,0.391,3,"2013-14","Regular Season"
"League Averages","Mid-Range","Center(C)","16-24 ft.",7643,2969,0.388,2,"2013-14","Regular Season"
"League Averages","Mid-Range","Center(C)","8-16 ft.",2021,857,0.424,2,"2013-14","Regular Season"
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",8385,3326,0.397,2,"2013-14","Regular Season"
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",8566,3341,0.39,2,"2013-14","Regular Season"
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",5994,2431,0.406,2,"2013-14","Regular Season"
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",9057,3563,0.393,2,"2013-14","Regular Season"
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",5700,2223,0.39,2,"2013-14","Regular Season"
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",7354,2883,0.392,2,"2013-14","Regular Season"
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",66016,40159,0.608,2,"2013-14","Regular Season"
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",6380,2483,0.389,3,"2013-14","Regular Season"
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",55,2,0.036,3,"2014-15","Regular Season"
"League Averages","Above the Break 3","Center(C)","24+ ft.",9724,3289,0.338,3,"2014-15","Regular Season"
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",15408,5259,0.341,3,"2014-15","Regular Season"
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",15148,5194,0.343,3,"2014-15","Regular Season"
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",427,11,0.026,3,"2014-15","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",6599,2771,0.42,2,"2014-15","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",20196,7693,0.381,2,"2014-15","Regular Season"
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",1706,711,0.417,2,"2014-15","Regular Season"
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",2016,801,0.397,2,"2014-15","Regular Season"
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",7374,2801,0.38,3,"2014-15","Regular Season"
"League Averages","Mid-Range","Center(C)","16-24 ft.",7850,3130,0.399,2,"2014-15","Regular Season"
"League Averages","Mid-Range","Center(C)","8-16 ft.",1963,847,0.431,2,"2014-15","Regular Season"
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",8034,3153,0.392,2,"2014-15","Regular Season"
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",8257,3239,0.392,2,"2014-15","Regular Season"
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",5818,2282,0.392,2,"2014-15","Regular Season"
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",8914,3454,0.387,2,"2014-15","Regular Season"
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",5345,2162,0.404,2,"2014-15","Regular Season"
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",7595,3007,0.396,2,"2014-15","Regular Season"
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",66134,39735,0.601,2,"2014-15","Regular Season"
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",6987,2738,0.392,3,"2014-15","Regular Season"
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",59,4,0.068,3,"2015-16","Regular Season"
"League Averages","Above the Break 3","Center(C)","24+ ft.",10885,3746,0.344,3,"2015-16","Regular Season"
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",16648,5802,0.349,3,"2015-16","Regular Season"
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",15837,5597,0.353,3,"2015-16","Regular Season"
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",440,17,0.039,3,"2015-16","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",6851,2889,0.422,2,"2015-16","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",19352,7561,0.391,2,"2015-16","Regular Season"
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",2089,842,0.403,2,"2015-16","Regular Season"
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",1932,799,0.414,2,"2015-16","Regular Season"
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",7864,2939,0.374,3,"2015-16","Regular Season"
"League Averages","Mid-Range","Center(C)","16-24 ft.",7324,2897,0.396,2,"2015-16","Regular Season"
"League Averages","Mid-Range","Center(C)","8-16 ft.",2265,987,0.436,2,"2015-16","Regular Season"
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",7754,3066,0.395,2,"2015-16","Regular Season"
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",7639,3005,0.393,2,"2015-16","Regular Season"
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",5452,2173,0.399,2,"2015-16","Regular Season"
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",8145,3249,0.399,2,"2015-16","Regular Season"
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",4924,1996,0.405,2,"2015-16","Regular Season"
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",7630,3011,0.395,2,"2015-16","Regular Season"
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",67443,40634,0.602,2,"2015-16","Regular Season"
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",7360,2803,0.381,3,"2015-16","Regular Season"
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",63,4,0.063,3,"2016-17","Regular Season"
"League Averages","Above the Break 3","Center(C)","24+ ft.",13187,4648,0.352,3,"2016-17","Regular Season"
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",18579,6513,0.351,3,"2016-17","Regular Season"
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",18243,6434,0.353,3,"2016-17","Regular Season"
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",499,10,0.02,3,"2016-17","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",7159,3069,0.429,2,"2016-17","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",18654,7727,0.414,2,"2016-17","Regular Season"
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",1919,778,0.405,2,"2016-17","Regular Season"
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",2091,879,0.42,2,"2016-17","Regular Season"
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",8031,3102,0.386,3,"2016-17","Regular Season"
"League Averages","Mid-Range","Center(C)","16-24 ft.",6444,2574,0.399,2,"2016-17","Regular Season"
"League Averages","Mid-Range","Center(C)","8-16 ft.",2220,983,0.443,2,"2016-17","Regular Season"
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",6847,2808,0.41,2,"2016-17","Regular Season"
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",7485,3003,0.401,2,"2016-17","Regular Season"
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",4554,1878,0.412,2,"2016-17","Regular Season"
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",7577,3016,0.398,2,"2016-17","Regular Season"
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",4488,1770,0.394,2,"2016-17","Regular Season"
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",6960,2715,0.39,2,"2016-17","Regular Season"
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",67289,41113,0.611,2,"2016-17","Regular Season"
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",7640,2966,0.388,3,"2016-17","Regular Season"
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",54,3,0.056,3,"2017-18","Regular Season"
"League Averages","Above the Break 3","Center(C)","24+ ft.",15226,5476,0.36,3,"2017-18","Regular Season"
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",20499,7292,0.356,3,"2017-18","Regular Season"
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",19341,6859,0.355,3,"2017-18","Regular Season"
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",524,5,0.01,3,"2017-18","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",11317,4719,0.417,2,"2017-18","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",18036,6921,0.384,2,"2017-18","Regular Season"
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",1942,773,0.398,2,"2017-18","Regular Season"
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",1948,788,0.405,2,"2017-18","Regular Season"
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",8169,3133,0.384,3,"2017-18","Regular Season"
"League Averages","Mid-Range","Center(C)","16-24 ft.",7197,3007,0.418,2,"2017-18","Regular Season"
"League Averages","Mid-Range","Center(C)","8-16 ft.",2460,1042,0.424,2,"2017-18","Regular Season"
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",6596,2612,0.396,2,"2017-18","Regular Season"
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",6400,2575,0.402,2,"2017-18","Regular Season"
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",2511,994,0.396,2,"2017-18","Regular Season"
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",6809,2662,0.391,2,"2017-18","Regular Season"
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",2316,903,0.39,2,"2017-18","Regular Season"
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",6047,2476,0.409,2,"2017-18","Regular Season"
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",66875,42188,0.631,2,"2017-18","Regular Season"
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",7440,3007,0.404,3,"2017-18","Regular Season"
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",43,2,0.047,3,"2018-19","Regular Season"
"League Averages","Above the Break 3","Center(C)","24+ ft.",15944,5449,0.342,3,"2018-19","Regular Season"
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",22539,7944,0.352,3,"2018-19","Regular Season"
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",21759,7666,0.352,3,"2018-19","Regular Season"
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",466,14,0.03,3,"2018-19","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",11502,4866,0.423,2,"2018-19","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",19554,7665,0.392,2,"2018-19","Regular Season"
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",1998,796,0.398,2,"2018-19","Regular Season"
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",2067,849,0.411,2,"2018-19","Regular Season"
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",9112,3519,0.386,3,"2018-19","Regular Season"
"League Averages","Mid-Range","Center(C)","16-24 ft.",5589,2256,0.404,2,"2018-19","Regular Season"
"League Averages","Mid-Range","Center(C)","8-16 ft.",2271,940,0.414,2,"2018-19","Regular Season"
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",5065,2033,0.401,2,"2018-19","Regular Season"
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",5414,2142,0.396,2,"2018-19","Regular Season"
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",2152,835,0.388,2,"2018-19","Regular Season"
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",5422,2198,0.405,2,"2018-19","Regular Season"
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",1916,757,0.395,2,"2018-19","Regular Season"
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",5447,2244,0.412,2,"2018-19","Regular Season"
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",72427,45574,0.629,2,"2018-19","Regular Season"
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",8771,3313,0.378,3,"2018-19","Regular Season"
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",45,6,0.133,3,"2019-20","Regular Season"
"League Averages","Above the Break 3","Center(C)","24+ ft.",14955,5168,0.346,3,"2019-20","Regular Season"
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",20895,7459,0.357,3,"2019-20","Regular Season"
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",19624,6875,0.35,3,"2019-20","Regular Season"
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",405,7,0.017,3,"2019-20","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",9820,4159,0.424,2,"2019-20","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",16915,6518,0.385,2,"2019-20","Regular Season"
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",1770,714,0.403,2,"2019-20","Regular Season"
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",1871,738,0.394,2,"2019-20","Regular Season"
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",8380,3329,0.397,3,"2019-20","Regular Season"
"League Averages","Mid-Range","Center(C)","16-24 ft.",4036,1663,0.412,2,"2019-20","Regular Season"
"League Averages","Mid-Range","Center(C)","8-16 ft.",1778,746,0.42,2,"2019-20","Regular Season"
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",3634,1445,0.398,2,"2019-20","Regular Season"
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",4361,1768,0.405,2,"2019-20","Regular Season"
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",1541,614,0.398,2,"2019-20","Regular Season"
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",3820,1556,0.407,2,"2019-20","Regular Season"
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",1425,561,0.394,2,"2019-20","Regular Season"
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",4471,1792,0.401,2,"2019-20","Regular Season"
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",60503,38441,0.635,2,"2019-20","Regular Season"
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",7867,2991,0.38,3,"2019-20","Regular Season"
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",31,1,0.032,3,"2020-21","Regular Season"
"League Averages","Above the Break 3","Center(C)","24+ ft.",14709,5147,0.35,3,"2020-21","Regular Season"
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",21644,7931,0.366,3,"2020-21","Regular Season"
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",20435,7385,0.361,3,"2020-21","Regular Season"
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",309,8,0.026,3,"2020-21","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",10564,4753,0.45,2,"2020-21","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",19816,8233,0.415,2,"2020-21","Regular Season"
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",1852,780,0.421,2,"2020-21","Regular Season"
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",1992,850,0.427,2,"2020-21","Regular Season"
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",9173,3644,0.397,3,"2020-21","Regular Season"
"League Averages","Mid-Range","Center(C)","16-24 ft.",3868,1618,0.418,2,"2020-21","Regular Season"
"League Averages","Mid-Range","Center(C)","8-16 ft.",2050,898,0.438,2,"2020-21","Regular Season"
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",3371,1334,0.396,2,"2020-21","Regular Season"
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",4278,1770,0.414,2,"2020-21","Regular Season"
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",1522,605,0.398,2,"2020-21","Regular Season"
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",3596,1501,0.417,2,"2020-21","Regular Season"
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",1384,558,0.403,2,"2020-21","Regular Season"
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",4489,1899,0.423,2,"2020-21","Regular Season"
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",57440,36818,0.641,2,"2020-21","Regular Season"
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",8460,3287,0.389,3,"2020-21","Regular Season"
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",35,4,0.114,3,"2021-22","Regular Season"
"League Averages","Above the Break 3","Center(C)","24+ ft.",16368,5613,0.343,3,"2021-22","Regular Season"
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",24924,8511,0.341,3,"2021-22","Regular Season"
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",23120,8171,0.353,3,"2021-22","Regular Season"
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",440,11,0.025,3,"2021-22","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",11777,5228,0.444,2,"2021-22","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",23351,9813,0.42,2,"2021-22","Regular Season"
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",2197,949,0.432,2,"2021-22","Regular Season"
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",2343,1000,0.427,2,"2021-22","Regular Season"
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",11377,4371,0.384,3,"2021-22","Regular Season"
"League Averages","Mid-Range","Center(C)","16-24 ft.",4165,1743,0.418,2,"2021-22","Regular Season"
"League Averages","Mid-Range","Center(C)","8-16 ft.",2088,921,0.441,2,"2021-22","Regular Season"
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",3972,1632,0.411,2,"2021-22","Regular Season"
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",5014,2023,0.403,2,"2021-22","Regular Season"
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",1680,613,0.365,2,"2021-22","Regular Season"
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",4043,1575,0.39,2,"2021-22","Regular Season"
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",1609,614,0.382,2,"2021-22","Regular Season"
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",5141,2143,0.417,2,"2021-22","Regular Season"
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",62987,41140,0.653,2,"2021-22","Regular Season"
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",10091,3855,0.382,3,"2021-22","Regular Season"
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",34,4,0.118,3,"2022-23","Regular Season"
"League Averages","Above the Break 3","Center(C)","24+ ft.",10533,3632,0.345,3,"2022-23","Regular Season"
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",16429,5884,0.358,3,"2022-23","Regular Season"
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",15243,5389,0.354,3,"2022-23","Regular Season"
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",263,6,0.023,3,"2022-23","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",8482,3915,0.462,2,"2022-23","Regular Season"
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",16506,7015,0.425,2,"2022-23","Regular Season"
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",1487,650,0.437,2,"2022-23","Regular Season"
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",1746,768,0.44,2,"2022-23","Regular Season"
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",7351,2855,0.388,3,"2022-23","Regular Season"
"League Averages","Mid-Range","Center(C)","16-24 ft.",2604,1115,0.428,2,"2022-23","Regular Season"
"League Averages","Mid-Range","Center(C)","8-16 ft.",1428,631,0.442,2,"2022-23","Regular Season"
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",2418,983,0.407,2,"2022-23","Regular Season"
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",3186,1316,0.413,2,"2022-23","Regular Season"
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",971,386,0.398,2,"2022-23","Regular Season"
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",2662,1134,0.426,2,"2022-23","Regular Season"
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",985,378,0.384,2,"2022-23","Regular Season"
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",3261,1357,0.416,2,"2022-23","Regular Season"
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",43928,29242,0.666,2,"2022-23","Regular Season"
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",6623,2558,0.386,3,"2022-23","Regular Season"
